date,ticker,open,high,low,close,volume
2024-02-08,AAPL,189.38999938964844,189.5399932861328,187.35000610351562,188.32000732421875,40962000
2024-02-09,AAPL,188.64999389648438,189.99000549316406,188.0,188.85000610351562,45155200
2024-02-12,AAPL,188.4199981689453,188.6699981689453,186.7899932861328,187.14999389648438,41781900
2024-02-13,AAPL,185.77000427246094,186.2100067138672,183.50999450683594,185.0399932861328,56529500
2024-02-14,AAPL,185.32000732421875,185.52999877929688,182.44000244140625,184.14999389648438,54630500
2024-02-15,AAPL,183.5500030517578,184.49000549316406,181.35000610351562,183.86000061035156,65434500
2024-02-16,AAPL,183.4199981689453,184.85000610351562,181.6699981689453,182.30999755859375,49701400
2024-02-20,AAPL,181.7899932861328,182.42999267578125,180.0,181.55999755859375,53665600
2024-02-21,AAPL,181.94000244140625,182.88999938964844,180.66000366210938,182.32000732421875,41529700
2024-02-22,AAPL,183.47999572753906,184.9600067138672,182.4600067138672,184.3699951171875,52292200
2024-02-23,AAPL,185.00999450683594,185.0399932861328,182.22999572753906,182.52000427246094,45119700
2024-02-26,AAPL,182.24000549316406,182.75999450683594,180.64999389648438,181.16000366210938,40867400
2024-02-27,AAPL,181.10000610351562,183.9199981689453,179.55999755859375,182.6300048828125,54318900
2024-02-28,AAPL,182.50999450683594,183.1199951171875,180.1300048828125,181.4199981689453,48953900
2024-02-29,AAPL,181.27000427246094,182.57000732421875,179.52999877929688,180.75,136682600
2024-03-01,AAPL,179.5500030517578,180.52999877929688,177.3800048828125,179.66000366210938,73488000
2024-03-04,AAPL,176.14999389648438,176.89999389648438,173.7899932861328,175.10000610351562,81510100
2024-03-05,AAPL,170.75999450683594,172.0399932861328,169.6199951171875,170.1199951171875,95132400
2024-03-06,AAPL,171.05999755859375,171.24000549316406,168.67999267578125,169.1199951171875,68587700
2024-03-07,AAPL,169.14999389648438,170.72999572753906,168.49000549316406,169.0,71765100
2024-03-08,AAPL,169.0,173.6999969482422,168.94000244140625,170.72999572753906,76114600
2024-03-11,AAPL,172.94000244140625,174.3800048828125,172.0500030517578,172.75,60139500
2024-03-12,AAPL,173.14999389648438,174.02999877929688,171.00999450683594,173.22999572753906,59825400
2024-03-13,AAPL,172.77000427246094,173.19000244140625,170.75999450683594,171.1300048828125,52488700
2024-03-14,AAPL,172.91000366210938,174.30999755859375,172.0500030517578,173.0,72913500
2024-03-15,AAPL,171.1699981689453,172.6199951171875,170.2899932861328,172.6199951171875,121664700
2024-03-18,AAPL,175.57000732421875,177.7100067138672,173.52000427246094,173.72000122070312,75604200
2024-03-19,AAPL,174.33999633789062,176.61000061035156,173.02999877929688,176.0800018310547,55215200
2024-03-20,AAPL,175.72000122070312,178.6699981689453,175.08999633789062,178.6699981689453,53423100
2024-03-21,AAPL,177.0500030517578,177.49000549316406,170.83999633789062,171.3699951171875,106181300
2024-03-22,AAPL,171.75999450683594,173.0500030517578,170.05999755859375,172.27999877929688,71106600
2024-03-25,AAPL,170.57000732421875,171.94000244140625,169.4499969482422,170.85000610351562,54288300
2024-03-26,AAPL,170.0,171.4199981689453,169.5800018310547,169.7100067138672,57388400
2024-03-27,AAPL,170.41000366210938,173.60000610351562,170.11000061035156,173.30999755859375,60273300
2024-03-28,AAPL,171.75,172.22999572753906,170.50999450683594,171.47999572753906,65672700
2024-04-01,AAPL,171.19000244140625,171.25,169.47999572753906,170.02999877929688,46240500
2024-04-02,AAPL,169.0800018310547,169.33999633789062,168.22999572753906,168.83999633789062,49329500
2024-04-03,AAPL,168.7899932861328,170.67999267578125,168.5800018310547,169.64999389648438,47691700
2024-04-04,AAPL,170.2899932861328,171.9199981689453,168.82000732421875,168.82000732421875,53704400
2024-04-05,AAPL,169.58999633789062,170.38999938964844,168.9499969482422,169.5800018310547,42055200
2024-04-08,AAPL,169.02999877929688,169.1999969482422,168.24000549316406,168.4499969482422,37425500
2024-04-09,AAPL,168.6999969482422,170.0800018310547,168.35000610351562,169.6699981689453,42451200
2024-04-10,AAPL,168.8000030517578,169.08999633789062,167.11000061035156,167.77999877929688,49709300
2024-04-11,AAPL,168.33999633789062,175.4600067138672,168.16000366210938,175.0399932861328,91070300
2024-04-12,AAPL,174.25999450683594,178.36000061035156,174.2100067138672,176.5500030517578,101593300
2024-04-15,AAPL,175.36000061035156,176.6300048828125,172.5,172.69000244140625,73531800
2024-04-16,AAPL,171.75,173.75999450683594,168.27000427246094,169.3800048828125,73711200
2024-04-17,AAPL,169.61000061035156,170.64999389648438,168.0,168.0,50901200
2024-04-18,AAPL,168.02999877929688,168.63999938964844,166.5500030517578,167.0399932861328,43122900
2024-04-19,AAPL,166.2100067138672,166.39999389648438,164.0800018310547,165.0,67772100
2024-04-22,AAPL,165.52000427246094,167.25999450683594,164.77000427246094,165.83999633789062,48116400
2024-04-23,AAPL,165.35000610351562,167.0500030517578,164.9199981689453,166.89999389648438,49537800
2024-04-24,AAPL,166.5399932861328,169.3000030517578,166.2100067138672,169.02000427246094,48251800
2024-04-25,AAPL,169.52999877929688,170.61000061035156,168.14999389648438,169.88999938964844,50558300
2024-04-26,AAPL,169.8800048828125,171.33999633789062,169.17999267578125,169.3000030517578,44838400
2024-04-29,AAPL,173.3699951171875,176.02999877929688,173.10000610351562,173.5,68169400
2024-04-30,AAPL,173.3300018310547,174.99000549316406,170.0,170.3300018310547,65934800
2024-05-01,AAPL,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,50383100
2024-05-02,AAPL,172.50999450683594,173.4199981689453,170.88999938964844,173.02999877929688,94214900
2024-05-03,AAPL,186.64999389648438,187.0,182.66000366210938,183.3800048828125,163224100
2024-05-06,AAPL,182.35000610351562,184.1999969482422,180.4199981689453,181.7100067138672,78569700
2024-05-07,AAPL,183.4499969482422,184.89999389648438,181.32000732421875,182.39999389648438,77305800
2024-05-08,AAPL,182.85000610351562,183.07000732421875,181.4499969482422,182.74000549316406,45057100
2024-05-09,AAPL,182.55999755859375,184.66000366210938,182.11000061035156,184.57000732421875,48983000
2024-05-10,AAPL,184.89999389648438,185.08999633789062,182.1300048828125,183.0500030517578,50759500
2024-05-13,AAPL,185.44000244140625,187.10000610351562,184.6199951171875,186.27999877929688,72044800
2024-05-14,AAPL,187.50999450683594,188.3000030517578,186.2899932861328,187.42999267578125,52393600
2024-05-15,AAPL,187.91000366210938,190.64999389648438,187.3699951171875,189.72000122070312,70400000
2024-05-16,AAPL,190.47000122070312,191.10000610351562,189.66000366210938,189.83999633789062,52845200
2024-05-17,AAPL,189.50999450683594,190.80999755859375,189.17999267578125,189.8699951171875,41282900
2024-05-20,AAPL,189.3300018310547,191.9199981689453,189.00999450683594,191.0399932861328,44361300
2024-05-21,AAPL,191.08999633789062,192.72999572753906,190.9199981689453,192.35000610351562,42309400
2024-05-22,AAPL,192.27000427246094,192.82000732421875,190.27000427246094,190.89999389648438,34648500
2024-05-23,AAPL,190.97999572753906,191.0,186.6300048828125,186.8800048828125,51005900
2024-05-24,AAPL,188.82000732421875,190.5800018310547,188.0399932861328,189.97999572753906,36294600
2024-05-28,AAPL,191.50999450683594,193.0,189.10000610351562,189.99000549316406,52280100
2024-05-29,AAPL,189.61000061035156,192.25,189.50999450683594,190.2899932861328,53068000
2024-05-30,AAPL,190.75999450683594,192.17999267578125,190.6300048828125,191.2899932861328,49947900
2024-05-31,AAPL,191.44000244140625,192.57000732421875,189.91000366210938,192.25,75158300
2024-06-03,AAPL,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,50080500
2024-06-04,AAPL,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,47471400
2024-06-05,AAPL,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,54156800
2024-06-06,AAPL,195.69000244140625,196.5,194.1699981689453,194.47999572753906,41181800
2024-06-07,AAPL,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,53103900
2024-06-10,AAPL,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,97262100
2024-06-11,AAPL,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,172373300
2024-06-12,AAPL,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,198134300
2024-06-13,AAPL,214.74000549316406,216.75,211.60000610351562,214.24000549316406,97862700
2024-06-14,AAPL,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,70122700
2024-06-17,AAPL,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,93728300
2024-06-18,AAPL,217.58999633789062,218.6300048828125,213.0,214.2899932861328,79943300
2024-06-20,AAPL,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,86172500
2024-06-21,AAPL,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,246421400
2024-06-24,AAPL,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,80727000
2024-06-25,AAPL,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,56713900
2024-06-26,AAPL,211.5,214.86000061035156,210.63999938964844,213.25,66213200
2024-06-27,AAPL,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,49772700
2024-06-28,AAPL,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,82542700
2024-07-01,AAPL,212.08999633789062,217.50999450683594,211.9199981689453,216.75,60402900
2024-07-02,AAPL,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,58046200
2024-07-03,AAPL,220.0,221.5500030517578,219.02999877929688,221.5500030517578,37369800
2024-07-05,AAPL,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,60412400
2024-07-08,AAPL,227.08999633789062,227.85000610351562,223.25,227.82000732421875,59085900
2024-07-09,AAPL,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,48076100
2024-07-10,AAPL,229.3000030517578,233.0800018310547,229.25,232.97999572753906,62627700
2024-07-11,AAPL,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,64710600
2024-07-12,AAPL,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,53046500
2024-07-15,AAPL,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,62631300
2024-07-16,AAPL,235.0,236.27000427246094,232.3300018310547,234.82000732421875,43234300
2024-07-17,AAPL,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,57345900
2024-07-18,AAPL,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,66034600
2024-07-19,AAPL,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,49151500
2024-07-22,AAPL,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,48201800
2024-07-23,AAPL,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,39960300
2024-07-24,AAPL,224.0,224.8000030517578,217.1300048828125,218.5399932861328,61777600
2024-07-25,AAPL,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,51391200
2024-07-26,AAPL,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,41601300
2024-07-29,AAPL,216.9600067138672,219.3000030517578,215.75,218.24000549316406,36311800
2024-07-30,AAPL,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,41643800
2024-07-31,AAPL,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,50036300
2024-08-01,AAPL,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,62501000
2024-08-02,AAPL,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,105568600
2024-08-05,AAPL,199.08999633789062,213.5,196.0,209.27000427246094,119548600
2024-08-06,AAPL,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,69660500
2024-08-07,AAPL,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,63516400
2024-08-08,AAPL,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,47161100
2024-08-09,AAPL,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,42201600
2024-08-12,AAPL,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,38028100
2024-08-13,AAPL,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,44155300
2024-08-14,AAPL,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,41960600
2024-08-15,AAPL,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,46414000
2024-08-16,AAPL,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,44340200
2024-08-19,AAPL,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,40687800
2024-08-20,AAPL,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,30299000
2024-08-21,AAPL,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,34765500
2024-08-22,AAPL,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,43695300
2024-08-23,AAPL,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,38677300
2024-08-26,AAPL,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,30602200
2024-08-27,AAPL,226.0,228.85000610351562,224.88999938964844,228.02999877929688,35934600
2024-08-28,AAPL,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,38052200
2024-08-29,AAPL,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,51906300
2024-08-30,AAPL,230.19000244140625,230.39999389648438,227.47999572753906,229.0,52990800
2024-09-03,AAPL,228.5500030517578,229.0,221.1699981689453,222.77000427246094,50190600
2024-09-04,AAPL,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,43840200
2024-09-05,AAPL,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,36615400
2024-09-06,AAPL,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423000
2024-09-09,AAPL,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67180000
2024-09-10,AAPL,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591000
2024-09-11,AAPL,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,44587100
2024-09-12,AAPL,222.5,223.5500030517578,219.82000732421875,222.77000427246094,37498200
2024-09-13,AAPL,223.5800018310547,224.0399932861328,221.91000366210938,222.5,36766600
2024-09-16,AAPL,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400
2024-09-17,AAPL,215.75,216.89999389648438,214.5,216.7899932861328,45519300
2024-09-18,AAPL,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900
2024-09-19,AAPL,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300
2024-09-20,AAPL,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900
2024-09-23,AAPL,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54146000
2024-09-24,AAPL,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,43556100
2024-09-25,AAPL,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,42308700
2024-09-26,AAPL,227.3000030517578,228.5,225.41000366210938,227.52000427246094,36636700
2024-09-27,AAPL,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,34026000
2024-09-30,AAPL,230.0399932861328,233.0,229.64999389648438,233.0,54541900
2024-10-01,AAPL,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,63285000
2024-10-02,AAPL,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,32880600
2024-10-03,AAPL,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,34044200
2024-10-04,AAPL,227.89999389648438,228.0,224.1300048828125,226.8000030517578,37245100
2024-10-07,AAPL,224.5,225.69000244140625,221.3300018310547,221.69000244140625,39505400
2024-10-08,AAPL,224.3000030517578,225.97999572753906,223.25,225.77000427246094,31855700
2024-10-09,AAPL,225.22999572753906,229.75,224.8300018310547,229.5399932861328,33591100
2024-10-10,AAPL,227.77999877929688,229.5,227.1699981689453,229.0399932861328,28183500
2024-10-11,AAPL,229.3000030517578,229.41000366210938,227.33999633789062,227.5500030517578,31759200
2024-10-14,AAPL,228.6999969482422,231.72999572753906,228.60000610351562,231.3000030517578,39882100
2024-10-15,AAPL,233.61000061035156,237.49000549316406,232.3699951171875,233.85000610351562,64751400
2024-10-16,AAPL,231.60000610351562,232.1199951171875,229.83999633789062,231.77999877929688,34082200
2024-10-17,AAPL,233.42999267578125,233.85000610351562,230.52000427246094,232.14999389648438,32993800
2024-10-18,AAPL,236.17999267578125,236.17999267578125,234.00999450683594,235.0,46431500
2024-10-21,AAPL,234.4499969482422,236.85000610351562,234.4499969482422,236.47999572753906,36254500
2024-10-22,AAPL,233.88999938964844,236.22000122070312,232.60000610351562,235.86000061035156,38846600
2024-10-23,AAPL,234.0800018310547,235.13999938964844,227.75999450683594,230.75999450683594,52287000
2024-10-24,AAPL,229.97999572753906,230.82000732421875,228.41000366210938,230.57000732421875,31109500
2024-10-25,AAPL,229.74000549316406,233.22000122070312,229.57000732421875,231.41000366210938,38802300
2024-10-28,AAPL,233.32000732421875,234.72999572753906,232.5500030517578,233.39999389648438,36087100
2023-11-13,GOOGL,131.77999877929688,132.58999633789062,131.25,132.08999633789062,18324800
2023-11-14,GOOGL,134.19000244140625,135.6999969482422,133.32000732421875,133.6199951171875,32395200
2023-11-15,GOOGL,134.8699951171875,135.02999877929688,133.57000732421875,134.6199951171875,23861500
2023-11-16,GOOGL,135.19000244140625,137.22000122070312,134.32000732421875,136.92999267578125,28013200
2023-11-17,GOOGL,136.0,136.05999755859375,133.64999389648438,135.30999755859375,37240600
2023-11-20,GOOGL,133.69000244140625,136.66000366210938,133.6199951171875,136.25,27815500
2023-11-21,GOOGL,136.2899932861328,137.17999267578125,135.9600067138672,136.97000122070312,22635300
2023-11-22,GOOGL,137.47000122070312,139.4199981689453,137.47000122070312,138.49000549316406,17813900
2023-11-24,GOOGL,138.02999877929688,138.1300048828125,135.99000549316406,136.69000244140625,12514300
2023-11-27,GOOGL,136.02999877929688,138.4199981689453,136.0,136.41000366210938,23436500
2023-11-28,GOOGL,136.0800018310547,137.25,135.4199981689453,137.1999969482422,18730000
2023-11-29,GOOGL,137.57000732421875,138.2899932861328,134.83999633789062,134.99000549316406,23967200
2023-11-30,GOOGL,135.0500030517578,135.5500030517578,131.27999877929688,132.52999877929688,38988300
2023-12-01,GOOGL,131.86000061035156,132.11000061035156,130.6699981689453,131.86000061035156,31431200
2023-12-04,GOOGL,129.8800048828125,130.02999877929688,127.9000015258789,129.27000427246094,36669900
2023-12-05,GOOGL,128.9499969482422,132.13999938964844,128.25,130.99000549316406,27384800
2023-12-06,GOOGL,131.44000244140625,131.83999633789062,129.8800048828125,130.02000427246094,23576200
2023-12-07,GOOGL,135.0399932861328,138.55999755859375,134.6999969482422,136.92999267578125,56767100
2023-12-08,GOOGL,134.1999969482422,136.39999389648438,134.02999877929688,134.99000549316406,32233900
2023-12-11,GOOGL,132.3800048828125,133.33999633789062,131.36000061035156,133.2899932861328,31138000
2023-12-12,GOOGL,131.80999755859375,133.0,131.25999450683594,132.52000427246094,29032800
2023-12-13,GOOGL,133.3800048828125,133.5,131.57000732421875,132.57000732421875,30104800
2023-12-14,GOOGL,133.3800048828125,133.72000122070312,129.69000244140625,131.94000244140625,38722400
2023-12-15,GOOGL,131.6199951171875,133.50999450683594,131.17999267578125,132.60000610351562,50815200
2023-12-18,GOOGL,132.6300048828125,137.14999389648438,132.42999267578125,135.8000030517578,32258000
2023-12-19,GOOGL,136.83999633789062,137.47000122070312,136.0800018310547,136.64999389648438,25476800
2023-12-20,GOOGL,138.97000122070312,141.6999969482422,138.07000732421875,138.33999633789062,49107200
2023-12-21,GOOGL,139.49000549316406,140.69000244140625,139.17999267578125,140.4199981689453,27488300
2023-12-22,GOOGL,140.77000427246094,141.99000549316406,140.7100067138672,141.49000549316406,26514600
2023-12-26,GOOGL,141.58999633789062,142.67999267578125,141.19000244140625,141.52000427246094,16780300
2023-12-27,GOOGL,141.58999633789062,142.0800018310547,139.88999938964844,140.3699951171875,19628600
2023-12-28,GOOGL,140.77999877929688,141.13999938964844,139.75,140.22999572753906,16045700
2023-12-29,GOOGL,139.6300048828125,140.36000061035156,138.77999877929688,139.69000244140625,18727200
2024-01-02,GOOGL,138.5500030517578,139.4499969482422,136.47999572753906,138.1699981689453,23711200
2024-01-03,GOOGL,137.25,139.6300048828125,137.0800018310547,138.9199981689453,24212100
2024-01-04,GOOGL,138.4199981689453,139.16000366210938,136.35000610351562,136.38999938964844,27137700
2024-01-05,GOOGL,136.75,137.16000366210938,135.14999389648438,135.72999572753906,22506000
2024-01-08,GOOGL,136.2899932861328,139.00999450683594,136.25999450683594,138.83999633789062,21404000
2024-01-09,GOOGL,138.5,141.49000549316406,138.14999389648438,140.9499969482422,24759600
2024-01-10,GOOGL,141.0,143.0,140.91000366210938,142.27999877929688,21320200
2024-01-11,GOOGL,143.49000549316406,145.22000122070312,140.63999938964844,142.0800018310547,24008700
2024-01-12,GOOGL,142.6699981689453,143.1999969482422,141.82000732421875,142.64999389648438,18768600
2024-01-16,GOOGL,142.0,144.35000610351562,141.4499969482422,142.49000549316406,22670500
2024-01-17,GOOGL,141.35000610351562,141.83999633789062,138.89999389648438,141.47000122070312,20968600
2024-01-18,GOOGL,142.0500030517578,144.2100067138672,141.99000549316406,143.47999572753906,25746400
2024-01-19,GOOGL,144.74000549316406,146.4499969482422,144.3800048828125,146.3800048828125,33300700
2024-01-22,GOOGL,147.10000610351562,148.38999938964844,145.83999633789062,145.99000549316406,32200400
2024-01-23,GOOGL,145.88999938964844,147.17999267578125,145.5,147.0399932861328,21636100
2024-01-24,GOOGL,148.5399932861328,149.85000610351562,148.10000610351562,148.6999969482422,25233500
2024-01-25,GOOGL,150.07000732421875,153.0500030517578,149.5399932861328,151.8699951171875,29149100
2024-01-26,GOOGL,151.10000610351562,152.5399932861328,151.00999450683594,152.19000244140625,26115500
2024-01-29,GOOGL,152.05999755859375,153.77999877929688,151.42999267578125,153.50999450683594,27784300
2024-01-30,GOOGL,152.8000030517578,153.6199951171875,151.19000244140625,151.4600067138672,36331800
2024-01-31,GOOGL,143.6199951171875,144.0,139.8699951171875,140.10000610351562,71910000
2024-02-01,GOOGL,142.1199951171875,143.05999755859375,140.7899932861328,141.16000366210938,40466500
